route,member_casual,road_distance_km,route_frequency
"41.9121,-87.6347,41.9295,-87.6431",casual,2.156,136
"41.9121,-87.6347,41.9313,-87.6387",casual,2.366,108
"41.9126,-87.6814,41.9035,-87.6677",member,1.557,231
"41.9126,-87.6814,41.914,-87.7051",casual,2.912,125
"41.9137,-87.6529,41.9256,-87.6584",member,1.536,231
"41.914,-87.7051,41.9126,-87.6814",casual,2.274,129
"41.914,-87.7051,41.9155,-87.687",casual,1.693,117
"41.914,-87.7051,41.9155,-87.687",member,1.693,343
"41.914,-87.7051,41.9227,-87.6972",member,1.674,338
"41.9147,-87.6433,41.9121,-87.6347",member,1.255,217
"41.9155,-87.687,41.914,-87.7051",member,2.919,319
"41.9155,-87.687,41.9171,-87.7102",member,2.167,204
"41.9157,-87.6346,41.881,-87.6167",casual,4.932,147
"41.9157,-87.6346,41.8923,-87.612",casual,3.97,282
"41.9157,-87.6346,41.901,-87.6238",casual,2.554,155
"41.9157,-87.6346,41.903,-87.6313",casual,1.468,120
"41.9157,-87.6346,41.903,-87.6313",member,1.468,290
"41.9157,-87.6346,41.9117,-87.6268",casual,0.92,131
"41.9157,-87.6346,41.9121,-87.6347",member,0.403,271
"41.9157,-87.6346,41.9183,-87.6363",member,0.355,246
"41.9157,-87.6346,41.9183,-87.6522",casual,1.609,126
"41.9157,-87.6346,41.9199,-87.6488",casual,1.505,101
"41.9157,-87.6346,41.9215,-87.6538",casual,1.887,128
"41.9157,-87.6346,41.9218,-87.6441",casual,1.084,229
"41.9157,-87.6346,41.9218,-87.6441",member,1.084,330
"41.9157,-87.6346,41.9242,-87.6464",casual,1.402,238
"41.9157,-87.6346,41.9242,-87.6464",member,1.402,324
"41.9157,-87.6346,41.9256,-87.6537",casual,2.056,106
"41.9157,-87.6346,41.9259,-87.639",casual,1.379,175
"41.9157,-87.6346,41.9259,-87.639",member,1.379,206
"41.9157,-87.6346,41.9287,-87.6538",casual,2.233,129
"41.9157,-87.6346,41.9291,-87.6491",casual,2.049,126
"41.9157,-87.6346,41.9295,-87.6431",casual,1.721,156
"41.9157,-87.6346,41.9295,-87.6431",member,1.721,234
"41.9157,-87.6346,41.9312,-87.6443",casual,1.908,157
"41.9157,-87.6346,41.9312,-87.6443",member,1.908,241
"41.9157,-87.6346,41.9313,-87.6387",casual,1.931,149
"41.9157,-87.6346,41.9313,-87.6387",member,1.931,262
"41.9157,-87.6346,41.9324,-87.6527",casual,2.731,101
"41.9157,-87.6346,41.9326,-87.6364",casual,2.227,147
"41.9157,-87.6346,41.9376,-87.6441",casual,2.66,115
"41.916,-87.6773,41.9094,-87.6777",casual,1.385,102
"41.916,-87.6773,41.9094,-87.6777",member,1.385,227
"41.9171,-87.7102,41.9227,-87.6972",casual,2.089,113
"41.9171,-87.7102,41.9227,-87.6972",member,2.089,222
"41.9175,-87.7018,41.9227,-87.6972",member,1.013,223
"41.9175,-87.7018,41.9296,-87.7079",casual,1.579,121
"41.9183,-87.6363,41.881,-87.6167",casual,5.287,116
"41.9183,-87.6363,41.8923,-87.612",casual,4.325,334
"41.9183,-87.6363,41.8943,-87.6228",member,3.403,324
"41.9183,-87.6363,41.901,-87.6238",casual,2.909,226
"41.9183,-87.6363,41.903,-87.6313",casual,1.822,214
"41.9183,-87.6363,41.903,-87.6313",member,1.822,385
"41.9183,-87.6363,41.9032,-87.6343",casual,1.899,109
"41.9183,-87.6363,41.9067,-87.6348",casual,1.801,154
"41.9183,-87.6363,41.9117,-87.6268",casual,1.275,148
"41.9183,-87.6363,41.9121,-87.6347",casual,0.789,141
"41.9183,-87.6363,41.9121,-87.6347",member,0.789,438
"41.9183,-87.6363,41.9157,-87.6346",casual,0.355,147
"41.9183,-87.6363,41.9157,-87.6346",member,0.355,226
"41.9183,-87.6363,41.9218,-87.6441",member,0.798,252
"41.9183,-87.6363,41.9242,-87.6464",casual,1.116,117
"41.9183,-87.6363,41.9242,-87.6464",member,1.116,263
"41.9183,-87.6363,41.9263,-87.6308",casual,1.335,131
"41.9183,-87.6363,41.9295,-87.6431",casual,1.408,144
"41.9183,-87.6363,41.9295,-87.6431",member,1.408,240
"41.9183,-87.6363,41.9312,-87.6443",casual,1.595,110
"41.9183,-87.6363,41.9312,-87.6443",member,1.595,303
"41.9183,-87.6363,41.9313,-87.6387",casual,1.618,151
"41.9183,-87.6363,41.9326,-87.6364",casual,1.914,157
"41.9183,-87.6363,41.9376,-87.6441",casual,2.348,143
"41.9183,-87.6522,41.9105,-87.6531",member,1.336,235
"41.9199,-87.6488,41.9215,-87.6538",member,0.56,262
"41.9199,-87.6488,41.9295,-87.6431",casual,1.672,101
"41.92,-87.63,41.89,-87.61",casual,4.354,154
"41.92,-87.63,41.8923,-87.612",casual,3.992,112
"41.92,-87.63,41.9,-87.62",casual,2.737,157
"41.92,-87.63,41.93,-87.64",casual,4.086,192
"41.92,-87.63,41.94,-87.64",casual,4.474,203
"41.92,-87.64,41.91,-87.63",casual,1.77,157
"41.92,-87.64,41.91,-87.63",member,1.77,248
"41.92,-87.64,41.93,-87.65",casual,1.571,123
"41.92,-87.64,41.93,-87.65",member,1.571,223
"41.92,-87.65,41.91,-87.63",casual,2.662,128
"41.92,-87.65,41.93,-87.64",casual,2.399,159
"41.92,-87.65,41.93,-87.64",member,2.399,242
"41.92,-87.65,41.93,-87.66",casual,1.918,106
"41.9201,-87.6779,41.9155,-87.687",casual,1.302,106
"41.9215,-87.6538,41.9199,-87.6488",member,0.648,243
"41.9215,-87.6538,41.9218,-87.6441",casual,0.798,133
"41.9215,-87.6538,41.9218,-87.6441",member,0.798,440
"41.9215,-87.6538,41.9256,-87.6537",member,0.456,625
"41.9215,-87.6538,41.9256,-87.6584",member,0.813,217
"41.9215,-87.6538,41.9263,-87.6308",casual,2.348,105
"41.9215,-87.7073,41.9227,-87.6972",casual,1.211,161
"41.9215,-87.7073,41.9227,-87.6972",member,1.211,249
"41.9215,-87.7073,41.9296,-87.7079",member,1.283,215
"41.9218,-87.6441,41.9067,-87.6348",casual,2.203,161
"41.9218,-87.6441,41.9114,-87.6387",casual,1.368,116
"41.9218,-87.6441,41.9117,-87.6268",casual,2.079,162
"41.9218,-87.6441,41.9121,-87.6347",casual,1.431,202
"41.9218,-87.6441,41.9121,-87.6347",member,1.431,246
"41.9218,-87.6441,41.9157,-87.6346",casual,1.084,221
"41.9218,-87.6441,41.9157,-87.6346",member,1.084,284
"41.9218,-87.6441,41.9183,-87.6363",casual,0.798,111
"41.9218,-87.6441,41.9215,-87.6538",casual,0.798,142
"41.9218,-87.6441,41.9215,-87.6538",member,0.798,407
"41.9218,-87.6441,41.9256,-87.6584",member,1.611,289
"41.9218,-87.6441,41.9263,-87.6308",casual,1.569,112
"41.9222,-87.6389,41.9114,-87.6387",casual,1.632,191
"41.9222,-87.6389,41.9114,-87.6387",member,1.632,216
"41.9222,-87.6389,41.9121,-87.6347",casual,1.695,107
"41.9222,-87.6389,41.9121,-87.6347",member,1.695,259
"41.9222,-87.6389,41.9215,-87.6538",member,1.403,235
"41.9222,-87.6389,41.9242,-87.6464",member,0.918,212
"41.9222,-87.6389,41.9312,-87.6443",member,1.773,307
"41.9222,-87.6389,41.9376,-87.6441",member,2.526,255
"41.9227,-87.6972,41.9094,-87.6777",casual,2.451,108
"41.9227,-87.6972,41.914,-87.7051",member,2.03,251
"41.9227,-87.6972,41.9155,-87.687",casual,1.205,113
"41.9227,-87.6972,41.9171,-87.7102",casual,1.743,112
"41.9227,-87.6972,41.9171,-87.7102",member,1.743,206
"41.9227,-87.6972,41.9215,-87.7073",member,0.994,229
"41.9227,-87.6972,41.9296,-87.7079",casual,1.172,100
"41.9227,-87.6972,41.9384,-87.698",casual,1.774,120
"41.9239,-87.6358,41.881,-87.6167",casual,6.199,158
"41.9239,-87.6358,41.8923,-87.612",casual,5.237,422
"41.9239,-87.6358,41.901,-87.6238",casual,3.846,240
"41.9239,-87.6358,41.9117,-87.6268",casual,1.758,179
"41.9239,-87.6358,41.9263,-87.6308",casual,0.665,209
"41.9239,-87.6358,41.9313,-87.6387",casual,0.93,102
"41.9242,-87.6464,41.9121,-87.6347",casual,2.265,182
"41.9242,-87.6464,41.9121,-87.6347",member,2.265,216
"41.9242,-87.6464,41.9157,-87.6346",casual,1.83,183
"41.9242,-87.6464,41.9157,-87.6346",member,1.83,265
"41.9242,-87.6464,41.9215,-87.6538",member,1.177,221
"41.9242,-87.6464,41.9218,-87.6441",member,0.773,266
"41.9242,-87.6464,41.9256,-87.6584",member,1.181,217
"41.9242,-87.6464,41.9263,-87.6308",casual,1.459,100
"41.9242,-87.6464,41.9312,-87.6443",casual,0.965,132
"41.9242,-87.6464,41.9331,-87.6478",member,1.874,215
"41.9248,-87.7145,41.9296,-87.7079",member,1.169,263
"41.9253,-87.6658,41.9256,-87.6537",casual,1.047,200
"41.9253,-87.6658,41.9256,-87.6537",member,1.047,624
"41.9253,-87.6658,41.9256,-87.6584",member,0.655,231
"41.9253,-87.6658,41.9326,-87.6659",member,0.812,270
"41.9256,-87.6537,41.9164,-87.6667",casual,2.04,102
"41.9256,-87.6537,41.9164,-87.6667",member,2.04,246
"41.9256,-87.6537,41.9208,-87.6637",casual,1.365,102
"41.9256,-87.6537,41.9215,-87.6538",member,0.456,252
"41.9256,-87.6537,41.9218,-87.6441",casual,1.203,107
"41.9256,-87.6537,41.9253,-87.6658",casual,1.047,393
"41.9256,-87.6537,41.9253,-87.6658",member,1.047,991
"41.9256,-87.6537,41.9259,-87.639",member,1.26,207
"41.9256,-87.6537,41.9263,-87.6308",casual,1.944,147
"41.9256,-87.6537,41.9287,-87.6538",member,0.345,863
"41.9256,-87.6537,41.9288,-87.6639",casual,1.218,287
"41.9256,-87.6537,41.9288,-87.6639",member,1.218,721
"41.9256,-87.6537,41.9288,-87.6685",casual,1.6,179
"41.9256,-87.6537,41.9288,-87.6685",member,1.6,443
"41.9256,-87.6537,41.9289,-87.659",member,0.815,333
"41.9256,-87.6537,41.9291,-87.6491",member,0.762,279
"41.9256,-87.6537,41.9295,-87.6431",casual,1.262,152
"41.9256,-87.6537,41.9295,-87.6431",member,1.262,561
"41.9256,-87.6537,41.9322,-87.6586",casual,0.989,146
"41.9256,-87.6537,41.9322,-87.6586",member,0.989,256
"41.9256,-87.6537,41.9324,-87.6527",casual,0.911,152
"41.9256,-87.6537,41.9324,-87.6527",member,0.911,286
"41.9256,-87.6537,41.9326,-87.6659",casual,1.57,111
"41.9256,-87.6584,41.9137,-87.6529",member,1.536,215
"41.9256,-87.6584,41.9218,-87.6441",member,1.611,260
"41.9256,-87.6584,41.9253,-87.6658",member,0.655,204
"41.9256,-87.6584,41.9288,-87.6685",member,1.19,305
"41.9256,-87.6584,41.9291,-87.6491",member,1.155,213
"41.9256,-87.6584,41.9322,-87.6586",member,0.734,235
"41.9259,-87.639,41.8923,-87.612",casual,5.324,223
"41.9259,-87.639,41.901,-87.6238",casual,3.933,181
"41.9259,-87.639,41.9117,-87.6268",casual,2.294,203
"41.9259,-87.639,41.9121,-87.6347",casual,1.815,115
"41.9259,-87.639,41.9157,-87.6346",casual,1.38,156
"41.9259,-87.639,41.9256,-87.6537",casual,1.26,100
"41.9259,-87.639,41.9263,-87.6308",casual,0.752,193
"41.9259,-87.639,41.9263,-87.6308",member,0.752,285
"41.9259,-87.639,41.9312,-87.6443",member,0.853,263
"41.9259,-87.639,41.9313,-87.6387",member,1.017,284
"41.9259,-87.639,41.9324,-87.6527",member,1.75,288
"41.9259,-87.639,41.9376,-87.6441",casual,1.605,104
"41.9262,-87.631,41.9263,-87.6308",casual,0.04,147
"41.9263,-87.6308,41.881,-87.6167",casual,9.278,363
"41.9263,-87.6308,41.881,-87.6167",member,9.278,249
"41.9263,-87.6308,41.881,-87.6241",casual,9.788,126
"41.9263,-87.6308,41.887,-87.6128",casual,9.226,181
"41.9263,-87.6308,41.8923,-87.612",casual,8.316,965
"41.9263,-87.6308,41.8923,-87.612",member,8.316,417
"41.9263,-87.6308,41.8926,-87.6173",casual,8.259,147
"41.9263,-87.6308,41.901,-87.6238",casual,6.925,633
"41.9263,-87.6308,41.901,-87.6238",member,6.925,463
"41.9263,-87.6308,41.9117,-87.6268",casual,5.286,409
"41.9263,-87.6308,41.9117,-87.6268",member,5.286,226
"41.9263,-87.6308,41.9183,-87.6363",casual,4.869,109
"41.9263,-87.6308,41.9215,-87.6538",casual,5.879,165
"41.9263,-87.6308,41.9218,-87.6441",casual,5.1,166
"41.9263,-87.6308,41.9242,-87.6464",casual,5.418,121
"41.9263,-87.6308,41.9256,-87.6537",casual,5.475,158
"41.9263,-87.6308,41.9259,-87.639",casual,4.283,163
"41.9263,-87.6308,41.9259,-87.639",member,4.283,335
"41.9263,-87.6308,41.9268,-87.6344",casual,3.459,170
"41.9263,-87.6308,41.9291,-87.6491",casual,3.947,134
"41.9263,-87.6308,41.9295,-87.6431",casual,3.331,123
"41.9263,-87.6308,41.9313,-87.6387",casual,2.911,167
"41.9263,-87.6308,41.9326,-87.6364",casual,2.744,171
"41.9263,-87.6308,41.9367,-87.6368",casual,2.274,173
"41.9263,-87.6308,41.9376,-87.6441",casual,2.597,131
"41.9263,-87.6308,41.9402,-87.6529",casual,3.589,112
"41.9263,-87.6308,41.9408,-87.6392",casual,2.087,252
"41.9263,-87.6308,41.9455,-87.6464",casual,3.249,103
"41.9263,-87.6308,41.9495,-87.6465",casual,4.371,128
"41.9263,-87.6308,41.9544,-87.648",casual,3.801,103
"41.9263,-87.6308,41.964,-87.6382",casual,4.977,199
"41.9263,-87.6308,41.964,-87.6382",member,4.977,279
"41.9263,-87.6308,41.9658,-87.6454",casual,4.796,103
"41.9263,-87.6308,41.9658,-87.6454",member,4.796,232
"41.9263,-87.6308,41.984,-87.6523",member,6.808,366
"41.9268,-87.6344,41.8923,-87.612",casual,4.989,227
"41.9268,-87.6344,41.901,-87.6238",casual,3.598,113
"41.9268,-87.6344,41.9263,-87.6308",casual,0.416,223
"41.9287,-87.6538,41.9106,-87.6494",casual,2.146,166
"41.9287,-87.6538,41.9121,-87.6347",casual,2.58,104
"41.9287,-87.6538,41.9157,-87.6346",casual,2.233,100
"41.9287,-87.6538,41.9218,-87.6441",casual,1.201,108
"41.9287,-87.6538,41.9256,-87.6537",casual,0.345,114
"41.9287,-87.6538,41.9256,-87.6537",member,0.345,902
"41.9287,-87.6538,41.9295,-87.6431",casual,0.917,120
"41.9287,-87.6538,41.9295,-87.6431",member,0.917,227
"41.9287,-87.6538,41.9402,-87.6529",casual,1.722,126
"41.9287,-87.6538,41.9445,-87.6547",casual,2.284,126
"41.9288,-87.6639,41.9256,-87.6537",casual,1.221,173
"41.9288,-87.6639,41.9256,-87.6537",member,1.221,929
"41.9288,-87.6639,41.9295,-87.6431",casual,1.724,110
"41.9288,-87.6639,41.9437,-87.664",casual,1.688,144
"41.9288,-87.6685,41.9256,-87.6537",casual,1.601,117
"41.9288,-87.6685,41.9256,-87.6537",member,1.601,527
"41.9288,-87.6685,41.9256,-87.6584",member,1.19,278
"41.9289,-87.659,41.9256,-87.6537",member,0.815,445
"41.9291,-87.6491,41.9199,-87.6488",casual,1.047,139
"41.9291,-87.6491,41.9256,-87.6537",member,0.762,363
"41.9291,-87.6491,41.9263,-87.6308",casual,1.937,104
"41.9291,-87.6491,41.9288,-87.6639",member,1.225,210
"41.9291,-87.6491,41.9295,-87.6431",member,0.499,236
"41.9291,-87.6491,41.9324,-87.6527",member,0.658,512
"41.9291,-87.6491,41.9376,-87.6441",member,1.377,228
"41.9295,-87.6431,41.9183,-87.6363",casual,1.408,134
"41.9295,-87.6431,41.9242,-87.6464",member,1.23,252
"41.9295,-87.6431,41.9256,-87.6537",casual,1.262,143
"41.9295,-87.6431,41.9256,-87.6537",member,1.262,566
"41.9295,-87.6431,41.9287,-87.6538",member,0.917,215
"41.9295,-87.6431,41.9291,-87.6491",casual,0.499,109
"41.9295,-87.6431,41.9291,-87.6491",member,0.499,413
"41.9295,-87.6431,41.9324,-87.6527",casual,1.213,110
"41.9295,-87.6431,41.9324,-87.6527",member,1.213,568
"41.9295,-87.6431,41.9376,-87.6441",casual,0.977,101
"41.9295,-87.6431,41.9376,-87.6441",member,0.977,261
"41.9295,-87.6431,41.9445,-87.6547",casual,2.325,113
"41.9296,-87.7079,41.9215,-87.7073",casual,0.941,103
"41.9296,-87.7079,41.9227,-87.6972",casual,1.172,118
"41.9296,-87.7079,41.9248,-87.7145",member,1.18,291
"41.9296,-87.7079,41.9306,-87.7238",casual,1.548,182
"41.9296,-87.7079,41.9306,-87.7238",member,1.548,235
"41.93,-87.63,41.9,-87.62",casual,6.632,108
"41.93,-87.63,41.94,-87.64",casual,1.518,101
"41.93,-87.64,41.91,-87.63",casual,2.787,172
"41.93,-87.64,41.92,-87.63",casual,2.153,143
"41.93,-87.64,41.92,-87.65",casual,2.038,191
"41.93,-87.64,41.92,-87.65",member,2.038,275
"41.93,-87.64,41.9324,-87.6527",casual,1.299,112
"41.93,-87.64,41.94,-87.65",casual,1.676,205
"41.93,-87.64,41.94,-87.65",member,1.676,304
"41.93,-87.64,41.95,-87.66",casual,3.061,113
"41.93,-87.65,41.92,-87.64",casual,1.986,106
"41.93,-87.65,41.92,-87.64",member,1.986,212
"41.93,-87.65,41.94,-87.64",member,1.978,241
"41.93,-87.65,41.94,-87.66",casual,1.871,111
"41.93,-87.65,41.94,-87.66",member,1.871,217
"41.93,-87.65,41.95,-87.66",casual,2.967,109
"41.93,-87.66,41.92,-87.65",casual,1.923,101
"41.93,-87.66,41.9256,-87.6537",casual,1.003,102
"41.93,-87.66,41.9256,-87.6537",member,1.003,299
"41.93,-87.67,41.9256,-87.6537",member,1.975,322
"41.9306,-87.7238,41.9296,-87.7079",casual,1.548,131
"41.9312,-87.6443,41.9157,-87.6346",casual,1.908,131
"41.9312,-87.6443,41.9183,-87.6363",casual,1.595,145
"41.9312,-87.6443,41.9183,-87.6363",member,1.595,228
"41.9312,-87.6443,41.9222,-87.6389",member,1.227,387
"41.9312,-87.6443,41.9242,-87.6464",casual,1.464,126
"41.9312,-87.6443,41.9259,-87.639",member,0.853,278
"41.9312,-87.6443,41.9295,-87.6431",member,0.225,241
"41.9312,-87.6443,41.9324,-87.6527",member,0.897,347
"41.9312,-87.6443,41.9376,-87.6441",member,0.753,351
"41.9312,-87.6443,41.9445,-87.6547",casual,2.1,140
"41.9313,-87.6387,41.8923,-87.612",casual,5.767,183
"41.9313,-87.6387,41.901,-87.6238",casual,4.376,161
"41.9313,-87.6387,41.9117,-87.6268",casual,2.737,227
"41.9313,-87.6387,41.9157,-87.6346",casual,1.932,145
"41.9313,-87.6387,41.9157,-87.6346",member,1.932,227
"41.9313,-87.6387,41.9183,-87.6363",casual,1.62,131
"41.9313,-87.6387,41.9259,-87.639",member,1.017,276
"41.9313,-87.6387,41.9263,-87.6308",casual,1.195,185
"41.9313,-87.6387,41.9263,-87.6308",member,1.195,216
"41.9313,-87.6387,41.9326,-87.6364",casual,0.484,141
"41.9313,-87.6387,41.9326,-87.6364",member,0.484,221
"41.9313,-87.6387,41.9365,-87.6475",member,1.163,215
"41.9322,-87.6586,41.9256,-87.6584",casual,0.734,120
"41.9322,-87.6586,41.9256,-87.6584",member,0.734,231
"41.9324,-87.6527,41.9256,-87.6537",casual,0.911,116
"41.9324,-87.6527,41.9256,-87.6537",member,0.911,229
"41.9324,-87.6527,41.9291,-87.6491",member,0.75,404
"41.9324,-87.6527,41.9295,-87.6431",casual,1.213,121
"41.9324,-87.6527,41.9295,-87.6431",member,1.213,648
"41.9324,-87.6527,41.9312,-87.6443",member,0.851,316
"41.9324,-87.6527,41.9326,-87.6364",casual,1.58,135
"41.9324,-87.6527,41.9326,-87.6364",member,1.58,237
"41.9324,-87.6527,41.9326,-87.6659",casual,1.151,108
"41.9324,-87.6527,41.9326,-87.6659",member,1.151,284
"41.9324,-87.6527,41.9331,-87.6478",member,1.304,302
"41.9324,-87.6527,41.9445,-87.6547",casual,1.814,115
"41.9326,-87.6364,41.881,-87.6167",casual,6.638,139
"41.9326,-87.6364,41.8923,-87.612",casual,5.676,347
"41.9326,-87.6364,41.901,-87.6238",casual,4.285,322
"41.9326,-87.6364,41.901,-87.6238",member,4.285,330
"41.9326,-87.6364,41.903,-87.6313",casual,4.475,112
"41.9326,-87.6364,41.908,-87.6315",casual,3.638,119
"41.9326,-87.6364,41.9117,-87.6268",casual,2.646,390
"41.9326,-87.6364,41.9117,-87.6268",member,2.646,239
"41.9326,-87.6364,41.912,-87.6319",casual,3.193,106
"41.9326,-87.6364,41.9121,-87.6347",casual,3.489,105
"41.9326,-87.6364,41.9157,-87.6346",casual,2.228,168
"41.9326,-87.6364,41.9183,-87.6363",casual,1.916,112
"41.9326,-87.6364,41.9239,-87.6358",casual,1.243,105
"41.9326,-87.6364,41.9263,-87.6308",casual,1.103,225
"41.9326,-87.6364,41.9324,-87.6527",member,1.58,338
"41.9326,-87.6364,41.9367,-87.6368",casual,0.47,103
"41.9326,-87.6364,41.9367,-87.6368",member,0.47,220
"41.9326,-87.6364,41.9376,-87.6441",member,1.219,325
"41.9326,-87.6364,41.964,-87.6382",casual,6.08,127
"41.9326,-87.6659,41.9253,-87.6658",member,0.812,307
"41.9326,-87.6659,41.9324,-87.6527",member,1.151,221
"41.9331,-87.6478,41.9324,-87.6527",member,0.48,429
"41.9358,-87.6636,41.9287,-87.6538",casual,1.213,115
"41.9358,-87.6636,41.9363,-87.6527",casual,0.945,127
"41.9358,-87.6636,41.9363,-87.6527",member,0.945,740
"41.9358,-87.6636,41.9437,-87.664",member,0.877,334
"41.9358,-87.6636,41.9482,-87.6639",casual,1.378,110
"41.9358,-87.6636,41.9482,-87.6639",member,1.378,242
"41.9359,-87.6784,41.9361,-87.6698",member,0.713,237
"41.9361,-87.6698,41.9358,-87.6636",member,0.541,227
"41.9361,-87.6698,41.9363,-87.6527",member,1.414,204
"41.9363,-87.6527,41.9358,-87.6636",casual,0.945,108
"41.9363,-87.6527,41.9358,-87.6636",member,0.945,458
"41.9363,-87.6527,41.9361,-87.6698",member,1.621,216
"41.9363,-87.6527,41.9367,-87.6368",casual,1.995,163
"41.9363,-87.6527,41.9367,-87.6368",member,1.995,355
"41.9363,-87.6527,41.9376,-87.6441",casual,0.841,177
"41.9363,-87.6527,41.9376,-87.6441",member,0.841,682
"41.9365,-87.6475,41.9367,-87.6368",member,1.399,216
"41.9365,-87.6475,41.9445,-87.6547",casual,2.167,165
"41.9365,-87.6475,41.9445,-87.6547",member,2.167,278
"41.9365,-87.6475,41.9455,-87.6464",member,2.007,226
"41.9365,-87.6475,41.9491,-87.6486",member,2.242,320
"41.9367,-87.6368,41.881,-87.6167",casual,7.108,142
"41.9367,-87.6368,41.8923,-87.612",casual,6.146,301
"41.9367,-87.6368,41.901,-87.6238",casual,4.755,268
"41.9367,-87.6368,41.901,-87.6238",member,4.755,309
"41.9367,-87.6368,41.9117,-87.6268",casual,3.116,304
"41.9367,-87.6368,41.9157,-87.6346",casual,2.698,124
"41.9367,-87.6368,41.9263,-87.6308",casual,1.573,181
"41.9367,-87.6368,41.9326,-87.6364",casual,0.47,139
"41.9367,-87.6368,41.9326,-87.6364",member,0.47,371
"41.9367,-87.6368,41.9363,-87.6527",casual,1.499,132
"41.9367,-87.6368,41.964,-87.6382",casual,3.869,205
"41.9376,-87.6441,41.8923,-87.612",casual,7.182,100
"41.9376,-87.6441,41.901,-87.6238",casual,5.791,105
"41.9376,-87.6441,41.9117,-87.6268",casual,4.152,195
"41.9376,-87.6441,41.9263,-87.6308",casual,2.121,154
"41.9376,-87.6441,41.9268,-87.6344",member,1.734,276
"41.9376,-87.6441,41.9291,-87.6491",member,1.768,226
"41.9376,-87.6441,41.9295,-87.6431",member,1.345,268
"41.9376,-87.6441,41.9312,-87.6443",member,1.121,346
"41.9376,-87.6441,41.9313,-87.6387",member,1.122,204
"41.9376,-87.6441,41.9326,-87.6364",member,1.157,306
"41.9376,-87.6441,41.9363,-87.6527",casual,1.373,119
"41.9376,-87.6441,41.9363,-87.6527",member,1.373,487
"41.9376,-87.6441,41.9367,-87.6368",casual,0.688,104
"41.9376,-87.6441,41.9367,-87.6368",member,0.688,356
"41.9376,-87.6441,41.9402,-87.6529",casual,2.188,100
"41.9376,-87.6441,41.9402,-87.6529",member,2.188,384
"41.9376,-87.6441,41.9408,-87.6392",member,0.826,226
"41.9376,-87.6441,41.9437,-87.649",member,1.749,288
"41.9376,-87.6441,41.9445,-87.6547",casual,2.415,145
"41.9376,-87.6441,41.9455,-87.6464",casual,1.947,123
"41.9376,-87.6441,41.9455,-87.6464",member,1.947,606
"41.9376,-87.6441,41.9491,-87.6486",casual,2.243,149
"41.9376,-87.6441,41.9491,-87.6486",member,2.243,382
"41.9376,-87.6441,41.9495,-87.6465",casual,2.038,170
"41.9376,-87.6441,41.9495,-87.6465",member,2.038,373
"41.9376,-87.6441,41.9544,-87.648",member,2.806,287
"41.9376,-87.6441,41.9617,-87.6546",member,4.069,204
"41.9376,-87.6441,41.964,-87.6382",casual,3.982,119
"41.9395,-87.6637,41.9402,-87.6529",casual,1.303,111
"41.9395,-87.6637,41.9402,-87.6529",member,1.303,480
"41.9395,-87.6637,41.9437,-87.664",member,0.465,254
"41.9395,-87.6637,41.9482,-87.6639",member,0.965,291
"41.9397,-87.6589,41.9401,-87.6455",member,1.13,223
"41.9397,-87.6589,41.9402,-87.6529",casual,0.892,116
"41.9397,-87.6589,41.9402,-87.6529",member,0.892,433
"41.94,-87.64,41.91,-87.63",casual,4.188,119
"41.94,-87.64,41.92,-87.63",casual,2.581,151
"41.94,-87.64,41.93,-87.65",casual,1.978,100
"41.94,-87.64,41.93,-87.65",member,1.978,227
"41.94,-87.64,41.9402,-87.6529",casual,1.642,102
"41.94,-87.64,41.95,-87.65",casual,1.749,187
"41.94,-87.64,41.95,-87.65",member,1.749,345
"41.94,-87.64,41.95,-87.66",casual,2.577,133
"41.94,-87.65,41.93,-87.64",casual,1.676,237
"41.94,-87.65,41.93,-87.64",member,1.676,331
"41.94,-87.65,41.93,-87.66",casual,1.936,102
"41.94,-87.65,41.9402,-87.6529",casual,0.815,108
"41.94,-87.65,41.9402,-87.6529",member,0.815,226
"41.94,-87.65,41.95,-87.66",casual,1.499,191
"41.94,-87.65,41.95,-87.66",member,1.499,291
"41.94,-87.67,41.95,-87.66",casual,2.118,105
"41.9401,-87.6455,41.8923,-87.612",casual,7.027,106
"41.9401,-87.6455,41.9397,-87.6589",member,1.13,221
"41.9401,-87.6455,41.9402,-87.6529",casual,1.188,194
"41.9401,-87.6455,41.9402,-87.6529",member,1.188,859
"41.9401,-87.6455,41.9445,-87.6547",casual,1.414,113
"41.9402,-87.6529,41.9117,-87.6268",casual,4.638,110
"41.9402,-87.6529,41.9312,-87.6443",casual,1.327,133
"41.9402,-87.6529,41.9376,-87.6441",casual,0.919,112
"41.9402,-87.6529,41.9376,-87.6441",member,0.919,427
"41.9402,-87.6529,41.9395,-87.6637",casual,0.959,112
"41.9402,-87.6529,41.9395,-87.6637",member,0.959,498
"41.9402,-87.6529,41.9397,-87.6589",member,0.547,303
"41.9402,-87.6529,41.9401,-87.6455",casual,0.641,162
"41.9402,-87.6529,41.9401,-87.6455",member,0.641,435
"41.9402,-87.6529,41.9408,-87.6392",casual,1.313,148
"41.9402,-87.6529,41.9437,-87.649",casual,1.472,142
"41.9402,-87.6529,41.9437,-87.649",member,1.472,501
"41.9402,-87.6529,41.9437,-87.664",casual,1.372,123
"41.9402,-87.6529,41.9437,-87.664",member,1.372,338
"41.9402,-87.6529,41.9445,-87.6547",member,1.002,207
"41.9402,-87.6529,41.9455,-87.6464",casual,1.185,141
